ArchiveDate,Adult_Child,Speciality,care_type,0_6_months,6_12_months,12_18_months,18_plus_months,wait_total
4/24/2025,Adult,Haematology,ipdc,29,0,0,0,29
4/24/2025,Adult,Hepato-Biliary Surgery,ipdc,23,0,4,2,28
4/24/2025,Adult,Maxillo-Facial,ipdc,"1,017",674,117,108,"1,915"
4/24/2025,Adult,Neurology,ipdc,201,68,32,13,314
4/24/2025,Adult,Neurosurgery,ipdc,460,383,210,89,"1,142"
4/24/2025,Adult,Oncology,ipdc,63,13,0,0,76
4/24/2025,Adult,Ophthalmology,ipdc,"7,317","2,171","1,018","1,394","11,900"
4/24/2025,Adult,Orthopaedics,ipdc,"8,206","2,648",811,487,"12,152"
4/24/2025,Adult,Otolaryngology (ENT),ipdc,"2,996","1,384","1,043","1,039","6,463"
4/24/2025,Adult,Pain Relief,ipdc,"3,894","2,080",536,434,"6,944"
4/24/2025,Adult,Plastic Surgery,ipdc,"3,396","1,237",645,725,"6,004"
4/24/2025,Adult,Radiology,ipdc,190,2,0,2,193
4/24/2025,Adult,Respiratory Medicine,ipdc,964,134,51,150,"1,299"
4/24/2025,Adult,Rheumatology,ipdc,80,16,5,23,123
4/24/2025,Adult,Small Volume Specialties,ipdc,474,90,33,16,613
4/24/2025,Adult,Urology,ipdc,"6,947","1,900",517,600,"9,965"
4/24/2025,Adult,Vascular Surgery,ipdc,"1,199",781,161,105,"2,246"
4/24/2025,Child,Cardio-Thoracic Surgery,ipdc,40,4,4,0,48
4/24/2025,Child,Clinical Immunology,ipdc,94,80,72,86,332
4/24/2025,Child,Dental Surgery,ipdc,81,41,45,49,216
4/24/2025,Child,General Surgery,ipdc,87,75,1,0,164
4/24/2025,Child,Immunology,ipdc,15,23,4,2,44
4/24/2025,Child,Maxillo-Facial,ipdc,95,81,23,24,224
4/24/2025,Child,Ophthalmology,ipdc,418,284,216,180,"1,098"
4/24/2025,Child,Orthopaedics,ipdc,86,28,14,4,132
4/24/2025,Child,Otolaryngology (ENT),ipdc,920,228,149,83,"1,381"
4/24/2025,Child,Paed Cardiology,ipdc,139,48,5,2,194
4/24/2025,Child,Paed Endocrinology,ipdc,22,4,2,2,30
4/24/2025,Child,Paed Orthopaedic,ipdc,341,127,78,157,703
4/24/2025,Child,Paediatric Dermatology,ipdc,14,26,4,2,46
4/24/2025,Child,Paediatric ENT,ipdc,467,163,48,52,730
4/24/2025,Child,Paediatric Neurosurgery,ipdc,17,2,2,0,21
4/24/2025,Child,Paediatric Radiology,ipdc,13,2,2,10,27
4/24/2025,Child,Paediatric Respiratory Medicine,ipdc,713,452,179,168,"1,512"
4/24/2025,Child,Paediatric Surgery,ipdc,401,138,72,66,677
4/24/2025,Child,Paediatric Urology,ipdc,214,103,65,83,465
4/24/2025,Child,Paediatrics,ipdc,148,27,4,9,188
4/24/2025,Child,Plastic Surgery,ipdc,237,129,96,69,531
4/24/2025,Child,Rheumatology,ipdc,19,18,14,55,106
4/24/2025,Child,Small Volume Specialties,ipdc,266,65,38,12,381
4/24/2025,Child,Urology,ipdc,230,108,62,35,435
5/29/2025,Adult,Anaesthetics,op,43,5,0,0,48
5/29/2025,Adult,Breast Surgery,op,"2,680",13,0,0,"2,693"
5/29/2025,Adult,Cardio-Thoracic Surgery,op,341,48,20,10,420
5/29/2025,Adult,Cardiology,op,"23,117","10,664","2,975","1,810","38,566"
5/29/2025,Adult,Chemical Pathology,op,46,45,2,0,94
5/29/2025,Adult,Clinical (Medical) Genetics,op,841,759,398,797,"2,795"
5/29/2025,Adult,Clinical Immunology,op,"1,569","1,095",737,369,"3,770"
5/29/2025,Adult,Dermatology,op,"28,176","13,817","6,716","5,885","54,594"
5/29/2025,Adult,Diabetes Mellitus,op,"1,235",328,115,26,"1,705"
5/29/2025,Adult,Endocrinology,op,"8,957","3,892","2,145","5,608","20,602"
5/29/2025,Adult,Gastro-Enterology,op,"12,410","4,431","1,219",432,"18,492"
5/29/2025,Adult,Gastro-Intestinal Surgery,op,459,106,24,0,589
5/29/2025,Adult,General Medicine,op,"7,055","2,736",790,875,"11,455"
5/29/2025,Adult,General Surgery,op,"26,899","4,318",863,190,"32,270"
5/29/2025,Adult,Geriatric Medicine,op,"3,591",569,86,28,"4,274"
5/29/2025,Adult,Gynaecology,op,"24,205","5,854",920,38,"31,017"
5/29/2025,Adult,Haematology,op,"6,749","2,632",939,394,"10,714"
5/29/2025,Adult,Hepato-Biliary Surgery,op,101,44,10,0,155
5/29/2025,Adult,Infectious Diseases,op,929,224,45,160,"1,358"
5/29/2025,Adult,Maxillo-Facial,op,"2,445",331,116,13,"2,906"
5/29/2025,Adult,Metabolic Medicine,op,88,46,2,0,136
5/29/2025,Adult,Nephrology,op,"2,652",801,201,150,"3,804"
5/29/2025,Adult,Neurology,op,"10,989","5,187","2,904","2,313","21,393"
5/29/2025,Adult,Neurosurgery,op,"4,450","2,906","1,764","1,280","10,400"
5/29/2025,Adult,Obstetrics,op,56,0,0,0,56
5/29/2025,Adult,Oncology,op,563,20,2,0,585
5/29/2025,Adult,Ophthalmology,op,"19,022","8,658","4,405","4,725","36,811"
5/29/2025,Adult,Orthopaedics,op,"38,015","17,641","5,385","2,856","63,897"
5/29/2025,Adult,Otolaryngology (ENT),op,"20,836","8,722","2,810","2,495","34,863"
5/29/2025,Adult,Paed Cardiology,op,4,4,13,7,28
5/29/2025,Adult,Paediatric Neurology,op,9,4,7,14,34
5/29/2025,Adult,Paediatrics,op,42,54,47,18,161
5/29/2025,Adult,Pain Relief,op,"6,754","4,386","1,977","1,147","14,264"
5/29/2025,Adult,Pathology,op,58,48,36,56,198
5/29/2025,Adult,Plastic Surgery,op,"8,033","2,293",949,"2,065","13,339"
5/29/2025,Adult,Psychiatry,op,366,90,37,2,495
5/29/2025,Adult,Radiotherapy,op,45,0,0,0,45
5/29/2025,Adult,Respiratory Medicine,op,"13,300","6,553","3,170","2,109","25,132"
5/29/2025,Adult,Rheumatology,op,"8,263","2,783","1,063",496,"12,605"
5/29/2025,Adult,Small Volume Specialties,op,477,77,21,6,581
5/29/2025,Adult,Urology,op,"14,074","5,645","1,653","1,341","22,713"
5/29/2025,Adult,Vascular Surgery,op,"8,012","2,932","1,037",704,"12,685"
5/29/2025,Child,Cardio-Thoracic Surgery,op,23,0,2,0,25
5/29/2025,Child,Clinical (Medical) Genetics,op,50,11,21,2,84
5/29/2025,Child,Clinical Immunology,op,432,190,140,61,823
5/29/2025,Child,Dental Surgery,op,139,101,70,86,396
5/29/2025,Child,Dermatology,op,"1,892",904,549,689,"4,034"
5/29/2025,Child,Developmental Paediatrics,op,369,161,42,63,635
5/29/2025,Child,General Surgery,op,777,235,51,4,"1,066"
5/29/2025,Child,Gynaecology,op,441,119,83,12,655
5/29/2025,Child,Haematology,op,24,2,2,0,27
5/29/2025,Child,Immunology,op,178,117,37,24,356
5/29/2025,Child,Maxillo-Facial,op,273,69,7,0,349
5/29/2025,Child,Ophthalmology,op,"1,972",626,300,449,"3,348"
5/29/2025,Child,Orthopaedics,op,"1,312",520,167,383,"2,381"
5/29/2025,Child,Otolaryngology (ENT),op,"4,768","2,127","1,048",505,"8,448"
5/29/2025,Child,Paed Cardiology,op,"2,227",820,129,87,"3,263"
5/29/2025,Child,Paed Endocrinology,op,477,200,53,2,732
5/29/2025,Child,Paed Gastro-Enterol,op,641,196,82,129,"1,048"
5/29/2025,Child,Paed Haematology,op,250,69,2,0,321
5/29/2025,Child,Paed Nephrology,op,260,124,69,96,549
5/29/2025,Child,Paed Orthopaedic,op,"1,756",725,382,657,"3,520"
5/29/2025,Child,Paediatric Dermatology,op,"2,653","1,806","1,135",986,"6,580"
5/29/2025,Child,Paediatric ENT,op,"2,709","1,381",996,695,"5,782"
5/29/2025,Child,Paediatric Infectious Diseases,op,32,0,4,2,38
5/29/2025,Child,Paediatric Neurology,op,804,405,380,181,"1,770"
5/29/2025,Child,Paediatric Neurosurgery,op,62,2,0,0,64
5/29/2025,Child,Paediatric Respiratory Medicine,op,880,427,181,92,"1,580"
5/29/2025,Child,Paediatric Surgery,op,"1,281",343,35,2,"1,661"
5/29/2025,Child,Paediatric Urology,op,969,590,170,10,"1,739"
5/29/2025,Child,Paediatrics,op,"12,418","3,900","1,563",420,"18,301"
5/29/2025,Child,Pain Relief,op,49,12,2,0,63
5/29/2025,Child,Plastic Surgery,op,779,258,97,116,"1,250"
5/29/2025,Child,Rheumatology,op,282,126,64,153,625
5/29/2025,Child,Small Volume Specialties,op,511,105,25,22,663
5/29/2025,Child,Urology,op,"1,026",596,282,96,"2,000"
5/29/2025,Adult,Anaesthetics,ipdc,223,18,2,0,242
5/29/2025,Adult,Breast Surgery,ipdc,121,49,13,24,208
5/29/2025,Adult,Cardio-Thoracic Surgery,ipdc,440,156,66,31,693
5/29/2025,Adult,Cardiology,ipdc,"3,009",849,301,111,"4,270"
5/29/2025,Adult,Clinical Immunology,ipdc,221,124,69,56,470
5/29/2025,Adult,Dermatology,ipdc,844,168,62,128,"1,203"
5/29/2025,Adult,Gastro-Enterology,ipdc,334,41,22,18,416
5/29/2025,Adult,Gastro-Intestinal Surgery,ipdc,347,153,122,232,853
5/29/2025,Adult,General Medicine,ipdc,120,4,4,2,129
5/29/2025,Adult,General Surgery,ipdc,"9,306","2,877","1,071","1,311","14,564"
5/29/2025,Adult,Gynaecology,ipdc,"4,426","1,067",416,264,"6,173"
5/29/2025,Adult,Haematology,ipdc,29,0,0,0,29
5/29/2025,Adult,Hepato-Biliary Surgery,ipdc,23,2,0,2,26
5/29/2025,Adult,Maxillo-Facial,ipdc,906,711,126,102,"1,845"
5/29/2025,Adult,Neurology,ipdc,202,61,21,16,300
5/29/2025,Adult,Neurosurgery,ipdc,450,319,212,104,"1,085"
5/29/2025,Adult,Oncology,ipdc,44,0,0,0,44
5/29/2025,Adult,Ophthalmology,ipdc,"7,178","2,078","1,144","1,109","11,508"
5/29/2025,Adult,Orthopaedics,ipdc,"8,292","2,754",856,489,"12,391"
5/29/2025,Adult,Otolaryngology (ENT),ipdc,"2,984","1,360",976,"1,131","6,451"
5/29/2025,Adult,Pain Relief,ipdc,"3,978","2,069",612,445,"7,104"
5/29/2025,Adult,Plastic Surgery,ipdc,"3,369","1,185",607,717,"5,878"
5/29/2025,Adult,Radiology,ipdc,183,2,0,2,187
5/29/2025,Adult,Respiratory Medicine,ipdc,739,298,29,130,"1,196"
5/29/2025,Adult,Rheumatology,ipdc,99,19,4,13,135
5/29/2025,Adult,Small Volume Specialties,ipdc,499,87,26,13,625
5/29/2025,Adult,Urology,ipdc,"6,943","1,941",639,627,"10,150"
5/29/2025,Adult,Vascular Surgery,ipdc,"1,263",798,194,104,"2,359"
5/29/2025,Child,Cardio-Thoracic Surgery,ipdc,49,4,2,0,56
5/29/2025,Child,Clinical Immunology,ipdc,99,75,76,62,312
5/29/2025,Child,Dental Surgery,ipdc,124,40,42,44,250
5/29/2025,Child,General Surgery,ipdc,110,61,4,0,174
5/29/2025,Child,Immunology,ipdc,48,22,7,0,77
5/29/2025,Child,Maxillo-Facial,ipdc,94,91,25,9,219
5/29/2025,Child,Ophthalmology,ipdc,419,300,222,195,"1,136"
5/29/2025,Child,Orthopaedics,ipdc,86,32,20,12,150
5/29/2025,Child,Otolaryngology (ENT),ipdc,917,200,131,101,"1,348"
5/29/2025,Child,Paed Cardiology,ipdc,129,42,10,0,181
5/29/2025,Child,Paed Endocrinology,ipdc,17,4,2,2,26
5/29/2025,Child,Paed Orthopaedic,ipdc,312,110,72,161,655
5/29/2025,Child,Paediatric Dermatology,ipdc,12,22,8,2,45
5/29/2025,Child,Paediatric ENT,ipdc,464,151,43,59,717
5/29/2025,Child,Paediatric Neurosurgery,ipdc,22,4,2,0,29
5/29/2025,Child,Paediatric Radiology,ipdc,17,2,4,11,35
5/29/2025,Child,Paediatric Respiratory Medicine,ipdc,714,472,204,171,"1,561"
5/29/2025,Child,Paediatric Surgery,ipdc,402,143,79,70,694
5/29/2025,Child,Paediatric Urology,ipdc,221,118,44,91,474
5/29/2025,Child,Paediatrics,ipdc,64,30,5,9,108
5/29/2025,Child,Plastic Surgery,ipdc,241,102,98,66,508
5/29/2025,Child,Rheumatology,ipdc,17,18,11,58,104
5/29/2025,Child,Small Volume Specialties,ipdc,258,60,31,10,360
5/29/2025,Child,Urology,ipdc,205,108,53,31,396
6/26/2025,Adult,Anaesthetics,op,61,5,2,0,68
6/26/2025,Adult,Breast Surgery,op,"2,986",11,2,0,"2,999"
6/26/2025,Adult,Cardio-Thoracic Surgery,op,335,54,19,12,420
6/26/2025,Adult,Cardiology,op,"23,655","10,720","3,188","1,761","39,323"
6/26/2025,Adult,Chemical Pathology,op,44,51,0,0,95
6/26/2025,Adult,Clinical (Medical) Genetics,op,887,753,413,810,"2,863"
6/26/2025,Adult,Clinical Immunology,op,"1,639","1,155",761,325,"3,880"
6/26/2025,Adult,Dermatology,op,"29,465","13,451","7,175","6,013","56,104"
6/26/2025,Adult,Diabetes Mellitus,op,"1,365",294,111,20,"1,790"
6/26/2025,Adult,Endocrinology,op,"9,419","3,851","2,268","5,712","21,250"
6/26/2025,Adult,Gastro-Enterology,op,"12,761","4,609","1,159",387,"18,916"
6/26/2025,Adult,Gastro-Intestinal Surgery,op,564,105,25,0,694
6/26/2025,Adult,General Medicine,op,"7,174","2,821",856,861,"11,711"
6/26/2025,Adult,General Surgery,op,"27,571","4,185",970,216,"32,941"
6/26/2025,Adult,Geriatric Medicine,op,"3,791",507,116,24,"4,439"
6/26/2025,Adult,Gynaecology,op,"24,962","5,790",881,43,"31,675"
6/26/2025,Adult,Haematology,op,"7,015","2,735","1,018",425,"11,193"
6/26/2025,Adult,Hepato-Biliary Surgery,op,115,43,20,0,178
6/26/2025,Adult,Infectious Diseases,op,995,196,38,123,"1,352"
6/26/2025,Adult,Maxillo-Facial,op,"2,271",452,109,19,"2,851"
6/26/2025,Adult,Metabolic Medicine,op,92,48,5,0,145
6/26/2025,Adult,Nephrology,op,"2,744",797,199,131,"3,872"
6/26/2025,Adult,Neurology,op,"11,333","5,222","2,960","2,444","21,959"
6/26/2025,Adult,Neurosurgery,op,"4,931","3,064","2,045","1,084","11,124"
6/26/2025,Adult,Obstetrics,op,46,0,0,0,46
6/26/2025,Adult,Oncology,op,659,27,0,0,686
6/26/2025,Adult,Ophthalmology,op,"19,666","8,714","4,601","4,517","37,498"
6/26/2025,Adult,Orthopaedics,op,"39,191","17,404","6,030","2,944","65,569"
6/26/2025,Adult,Otolaryngology (ENT),op,"21,318","9,067","2,786","2,362","35,533"
6/26/2025,Adult,Paed Cardiology,op,2,4,12,10,29
6/26/2025,Adult,Paediatric Neurology,op,6,7,2,7,21
6/26/2025,Adult,Paediatrics,op,47,48,46,18,159
6/26/2025,Adult,Pain Relief,op,"7,054","4,391","1,993","1,160","14,598"
6/26/2025,Adult,Pathology,op,43,40,41,55,179
6/26/2025,Adult,Plastic Surgery,op,"8,959","2,436",935,"2,113","14,444"
6/26/2025,Adult,Psychiatry,op,429,84,42,4,558
6/26/2025,Adult,Radiology,op,19,7,0,0,26
6/26/2025,Adult,Radiotherapy,op,55,0,0,0,55
6/26/2025,Adult,Respiratory Medicine,op,"13,715","6,344","3,231","2,128","25,418"
6/26/2025,Adult,Rheumatology,op,"8,651","2,803","1,188",512,"13,155"
6/26/2025,Adult,Small Volume Specialties,op,360,65,20,2,447
6/26/2025,Adult,Urology,op,"14,304","5,880","1,636","1,412","23,232"
6/26/2025,Adult,Vascular Surgery,op,"8,455","2,756","1,110",681,"13,002"
6/26/2025,Child,Cardio-Thoracic Surgery,op,21,2,0,0,22
6/26/2025,Child,Clinical (Medical) Genetics,op,43,4,21,0,67
6/26/2025,Child,Clinical Immunology,op,427,205,138,68,838
6/26/2025,Child,Dental Surgery,op,144,86,89,82,401
6/26/2025,Child,Dermatology,op,"1,822",902,560,713,"3,997"
6/26/2025,Child,Developmental Paediatrics,op,397,149,39,73,657
6/26/2025,Child,General Surgery,op,734,240,58,4,"1,036"
6/26/2025,Child,Gynaecology,op,397,114,82,14,608
6/26/2025,Child,Haematology,op,20,0,3,0,23
6/26/2025,Child,Immunology,op,205,89,32,28,354
6/26/2025,Child,Maxillo-Facial,op,234,82,11,0,326
6/26/2025,Child,Ophthalmology,op,"2,021",607,291,449,"3,367"
6/26/2025,Child,Orthopaedics,op,"1,302",545,171,389,"2,407"
6/26/2025,Child,Otolaryngology (ENT),op,"4,722","2,152","1,063",500,"8,437"
6/26/2025,Child,Paed Cardiology,op,"2,172",771,113,98,"3,154"
6/26/2025,Child,Paed Endocrinology,op,493,202,64,6,765
6/26/2025,Child,Paed Gastro-Enterol,op,587,189,82,127,985
6/26/2025,Child,Paed Haematology,op,252,64,0,0,316
6/26/2025,Child,Paed Metabolic Medicine,op,19,2,2,0,22
6/26/2025,Child,Paed Nephrology,op,255,136,66,92,549
6/26/2025,Child,Paed Orthopaedic,op,"1,760",701,406,646,"3,513"
6/26/2025,Child,Paediatric Dermatology,op,"2,802","1,723","1,211","1,051","6,786"
6/26/2025,Child,Paediatric ENT,op,"2,620","1,406",940,692,"5,658"
6/26/2025,Child,Paediatric Infectious Diseases,op,19,0,4,2,24
6/26/2025,Child,Paediatric Neurology,op,789,392,353,197,"1,731"
6/26/2025,Child,Paediatric Neurosurgery,op,58,0,0,0,58
6/26/2025,Child,Paediatric Respiratory Medicine,op,870,427,195,83,"1,575"
6/26/2025,Child,Paediatric Surgery,op,"1,252",272,37,2,"1,563"
6/26/2025,Child,Paediatric Urology,op,981,632,207,12,"1,832"
6/26/2025,Child,Paediatrics,op,"12,474","3,769","1,397",440,"18,080"
6/26/2025,Child,Pain Relief,op,52,11,2,0,65
6/26/2025,Child,Plastic Surgery,op,817,282,99,111,"1,309"
6/26/2025,Child,Rheumatology,op,284,126,71,149,630
6/26/2025,Child,Small Volume Specialties,op,532,126,25,12,696
6/26/2025,Child,Urology,op,"1,013",605,312,113,"2,043"
6/26/2025,Adult,Anaesthetics,ipdc,249,7,2,0,258
6/26/2025,Adult,Breast Surgery,ipdc,104,50,13,22,189
6/26/2025,Adult,Cardio-Thoracic Surgery,ipdc,403,170,73,33,679
6/26/2025,Adult,Cardiology,ipdc,"2,981",905,339,128,"4,353"
6/26/2025,Adult,Clinical Immunology,ipdc,227,126,69,45,467
6/26/2025,Adult,Dermatology,ipdc,864,162,69,124,"1,218"
6/26/2025,Adult,Gastro-Enterology,ipdc,325,50,28,17,420
6/26/2025,Adult,Gastro-Intestinal Surgery,ipdc,331,165,120,235,852
6/26/2025,Adult,General Medicine,ipdc,91,4,4,2,100
6/26/2025,Adult,General Surgery,ipdc,"9,147","2,969","1,109","1,345","14,569"
6/26/2025,Adult,Gynaecology,ipdc,"4,318","1,065",388,255,"6,026"
6/26/2025,Adult,Haematology,ipdc,34,0,0,0,34
6/26/2025,Adult,Hepato-Biliary Surgery,ipdc,23,2,2,2,30
6/26/2025,Adult,Maxillo-Facial,ipdc,783,692,218,104,"1,797"
6/26/2025,Adult,Neurology,ipdc,208,55,22,15,300
6/26/2025,Adult,Neurosurgery,ipdc,450,330,212,118,"1,110"
6/26/2025,Adult,Oncology,ipdc,43,0,0,0,43
6/26/2025,Adult,Ophthalmology,ipdc,"7,452","2,089","1,207","1,079","11,827"
6/26/2025,Adult,Orthopaedics,ipdc,"8,366","2,684",920,510,"12,480"
6/26/2025,Adult,Otolaryngology (ENT),ipdc,"2,903","1,402",935,"1,186","6,426"
6/26/2025,Adult,Pain Relief,ipdc,"3,950","1,931",778,475,"7,133"
6/26/2025,Adult,Plastic Surgery,ipdc,"3,424","1,181",617,731,"5,953"
6/26/2025,Adult,Radiology,ipdc,228,3,0,0,231
6/26/2025,Adult,Respiratory Medicine,ipdc,616,272,23,82,993
6/26/2025,Adult,Rheumatology,ipdc,121,16,8,13,158
6/26/2025,Adult,Small Volume Specialties,ipdc,486,76,20,10,592
6/26/2025,Adult,Urology,ipdc,"6,690","1,992",624,659,"9,965"
6/26/2025,Adult,Vascular Surgery,ipdc,"1,262",779,228,116,"2,385"
6/26/2025,Child,Cardio-Thoracic Surgery,ipdc,41,4,2,0,47
6/26/2025,Child,Clinical Immunology,ipdc,77,70,78,65,290
6/26/2025,Child,Dental Surgery,ipdc,128,51,32,36,247
6/26/2025,Child,General Surgery,ipdc,84,50,5,0,139
6/26/2025,Child,Immunology,ipdc,37,23,4,2,66
6/26/2025,Child,Maxillo-Facial,ipdc,77,86,27,17,207
6/26/2025,Child,Ophthalmology,ipdc,394,298,206,205,"1,102"
6/26/2025,Child,Orthopaedics,ipdc,53,15,18,4,91
6/26/2025,Child,Otolaryngology (ENT),ipdc,796,213,114,110,"1,233"
6/26/2025,Child,Paed Cardiology,ipdc,135,24,9,0,168
6/26/2025,Child,Paed Endocrinology,ipdc,20,4,0,2,26
6/26/2025,Child,Paed Orthopaedic,ipdc,343,115,83,139,680
6/26/2025,Child,Paediatric Dermatology,ipdc,12,12,8,5,37
6/26/2025,Child,Paediatric ENT,ipdc,428,145,38,52,663
6/26/2025,Child,Paediatric Neurosurgery,ipdc,21,4,0,0,25
6/26/2025,Child,Paediatric Radiology,ipdc,29,11,2,10,52
6/26/2025,Child,Paediatric Respiratory Medicine,ipdc,717,561,210,136,"1,624"
6/26/2025,Child,Paediatric Surgery,ipdc,380,125,61,41,607
6/26/2025,Child,Paediatric Urology,ipdc,233,135,56,87,511
6/26/2025,Child,Paediatrics,ipdc,81,28,4,6,119
6/26/2025,Child,Plastic Surgery,ipdc,217,115,69,66,468
6/26/2025,Child,Rheumatology,ipdc,7,8,5,47,67
6/26/2025,Child,Small Volume Specialties,ipdc,297,81,40,21,438
6/26/2025,Child,Urology,ipdc,178,108,54,27,366
7/31/2025,Adult,Anaesthetics,op,42,7,2,0,51
7/31/2025,Adult,Breast Surgery,op,"3,379",6,0,0,"3,385"
7/31/2025,Adult,Cardio-Thoracic Surgery,op,317,47,19,16,399
7/31/2025,Adult,Cardiology,op,"25,028","10,357","3,355","1,677","40,418"
7/31/2025,Adult,Chemical Pathology,op,54,40,9,0,103
7/31/2025,Adult,Clinical (Medical) Genetics,op,957,706,442,813,"2,918"
7/31/2025,Adult,Clinical Immunology,op,"1,793","1,077",744,288,"3,902"
7/31/2025,Adult,Dermatology,op,"31,125","13,017","8,063","6,252","58,457"
7/31/2025,Adult,Diabetes Mellitus,op,"1,494",252,101,14,"1,862"
7/31/2025,Adult,Endocrinology,op,"9,984","3,634","2,408","5,752","21,777"
7/31/2025,Adult,Gastro-Enterology,op,"14,046","4,333","1,267",398,"20,044"
7/31/2025,Adult,Gastro-Intestinal Surgery,op,682,78,50,0,810
7/31/2025,Adult,General Medicine,op,"7,514","2,724",950,903,"12,091"
7/31/2025,Adult,General Surgery,op,"27,863","3,977","1,041",208,"33,090"
7/31/2025,Adult,Geriatric Medicine,op,"3,759",521,140,19,"4,440"
7/31/2025,Adult,Gynaecology,op,"26,317","5,588",904,39,"32,848"
7/31/2025,Adult,Haematology,op,"7,333","2,681","1,056",496,"11,566"
7/31/2025,Adult,Hepato-Biliary Surgery,op,109,49,20,2,180
7/31/2025,Adult,Infectious Diseases,op,"1,001",175,30,113,"1,319"
7/31/2025,Adult,Maxillo-Facial,op,"2,567",477,126,10,"3,180"
7/31/2025,Adult,Metabolic Medicine,op,77,49,8,0,134
7/31/2025,Adult,Nephrology,op,"2,906",790,209,98,"4,004"
7/31/2025,Adult,Neurology,op,"11,709","5,093","3,099","2,351","22,252"
7/31/2025,Adult,Neurosurgery,op,"5,049","3,066","2,264",945,"11,324"
7/31/2025,Adult,Obstetrics,op,114,0,0,0,114
7/31/2025,Adult,Oncology,op,708,10,5,0,723
7/31/2025,Adult,Ophthalmology,op,"20,694","8,236","4,539","4,192","37,661"
7/31/2025,Adult,Orthopaedics,op,"41,200","16,872","6,863","3,035","67,970"
7/31/2025,Adult,Otolaryngology (ENT),op,"21,709","8,667","2,849","2,066","35,291"
7/31/2025,Adult,Paed Cardiology,op,0,4,15,9,28
7/31/2025,Adult,Paediatrics,op,55,51,38,22,166
7/31/2025,Adult,Pain Relief,op,"7,352","4,175","2,140","1,163","14,830"
7/31/2025,Adult,Pathology,op,55,40,41,60,196
7/31/2025,Adult,Plastic Surgery,op,"10,068","2,393",952,"2,031","15,444"
7/31/2025,Adult,Psychiatry,op,401,74,32,2,509
7/31/2025,Adult,Radiotherapy,op,47,0,0,0,47
7/31/2025,Adult,Respiratory Medicine,op,"14,050","6,104","3,382","2,168","25,704"
7/31/2025,Adult,Rheumatology,op,"8,615","2,659","1,370",539,"13,183"
7/31/2025,Adult,Small Volume Specialties,op,516,81,26,4,628
7/31/2025,Adult,Urology,op,"14,831","5,857","2,127","1,401","24,216"
7/31/2025,Adult,Vascular Surgery,op,"9,657","2,670","1,228",499,"14,054"
7/31/2025,Child,Cardio-Thoracic Surgery,op,19,2,0,0,21
7/31/2025,Child,Clinical (Medical) Genetics,op,33,12,12,2,59
7/31/2025,Child,Clinical Immunology,op,399,215,136,74,824
7/31/2025,Child,Dental Surgery,op,167,75,102,67,411
7/31/2025,Child,Dermatology,op,"1,599",745,549,729,"3,622"
7/31/2025,Child,Developmental Paediatrics,op,432,106,37,75,650
7/31/2025,Child,General Surgery,op,768,208,60,6,"1,043"
7/31/2025,Child,Gynaecology,op,363,110,77,16,566
7/31/2025,Child,Haematology,op,20,0,3,0,23
7/31/2025,Child,Immunology,op,199,79,34,29,341
7/31/2025,Child,Maxillo-Facial,op,262,78,20,0,360
7/31/2025,Child,Ophthalmology,op,"2,069",614,245,429,"3,356"
7/31/2025,Child,Orthopaedics,op,"1,331",493,184,379,"2,387"
7/31/2025,Child,Otolaryngology (ENT),op,"4,798","2,034","1,038",423,"8,292"
7/31/2025,Child,Paed Cardiology,op,"2,212",750,123,97,"3,181"
7/31/2025,Child,Paed Endocrinology,op,523,187,74,2,786
7/31/2025,Child,Paed Gastro-Enterol,op,604,181,99,124,"1,008"
7/31/2025,Child,Paed Haematology,op,257,42,2,0,301
7/31/2025,Child,Paed Metabolic Medicine,op,23,0,2,0,25
7/31/2025,Child,Paed Nephrology,op,266,143,63,91,563
7/31/2025,Child,Paed Orthopaedic,op,"1,716",692,436,614,"3,458"
7/31/2025,Child,Paediatric Dermatology,op,"3,096","1,762","1,313","1,116","7,287"
7/31/2025,Child,Paediatric ENT,op,"2,686","1,143",853,584,"5,266"
7/31/2025,Child,Paediatric Infectious Diseases,op,23,2,2,2,29
7/31/2025,Child,Paediatric Neurology,op,844,399,320,223,"1,786"
7/31/2025,Child,Paediatric Neurosurgery,op,65,0,0,0,65
7/31/2025,Child,Paediatric Respiratory Medicine,op,839,392,200,76,"1,507"
7/31/2025,Child,Paediatric Surgery,op,"1,458",289,95,2,"1,843"
7/31/2025,Child,Paediatric Urology,op,756,526,185,6,"1,473"
7/31/2025,Child,Paediatrics,op,"12,681","3,404","1,234",440,"17,760"
7/31/2025,Child,Pain Relief,op,53,12,2,0,67
7/31/2025,Child,Plastic Surgery,op,839,275,102,112,"1,327"
7/31/2025,Child,Rheumatology,op,293,132,81,147,653
7/31/2025,Child,Small Volume Specialties,op,550,147,24,12,732
7/31/2025,Child,Urology,op,"1,023",597,330,132,"2,082"
7/31/2025,Adult,Anaesthetics,ipdc,260,17,2,0,279
7/31/2025,Adult,Breast Surgery,ipdc,111,45,18,20,194
7/31/2025,Adult,Cardio-Thoracic Surgery,ipdc,436,180,55,24,695
7/31/2025,Adult,Cardiology,ipdc,"2,995",782,362,70,"4,209"
7/31/2025,Adult,Clinical Immunology,ipdc,562,129,81,29,801
7/31/2025,Adult,Dermatology,ipdc,741,148,66,132,"1,088"
7/31/2025,Adult,Gastro-Enterology,ipdc,327,53,16,19,415
