ArchiveDate,Adult_Child,HospitalName,0_6_months,6_12_months,12_18_months,18_plus_months,wait_total,care_type,County,Province
6/26/2025,Child,Letterkenny University Hospital,33,20,3,2,58,ipdc,Donegal,Ulster
6/26/2025,Child,Mayo University Hospital,8,1,0,0,9,ipdc,Mayo,Connacht
6/26/2025,Child,Midland Regional Hospital Mullingar,18,11,2,0,31,ipdc,Westmeath,Leinster
6/26/2025,Child,Midland Regional Hospital Portlaoise,2,0,0,0,2,ipdc,Laois,Leinster
6/26/2025,Child,Midland Regional Hospital Tullamore,154,36,0,0,190,ipdc,Offaly,Leinster
6/26/2025,Child,National Orthopaedic Hospital Cappagh,39,8,7,2,57,ipdc,Dublin,Leinster
6/26/2025,Child,Nenagh Hospital,2,1,0,0,3,ipdc,Tipperary,Munster
6/26/2025,Child,Our Lady of Lourdes Hospital Drogheda,43,19,15,5,82,ipdc,Louth,Leinster
6/26/2025,Child,Portiuncula University Hospital,20,0,0,0,20,ipdc,Galway,Connacht
6/26/2025,Child,Roscommon University Hospital,1,0,0,0,1,ipdc,Roscommon,Connacht
6/26/2025,Child,Rotunda Hospital,3,0,0,0,3,ipdc,Dublin,Leinster
6/26/2025,Child,Royal Victoria Eye and Ear Hospital,40,30,13,12,95,ipdc,Dublin,Leinster
6/26/2025,Child,Sligo University Hospital,108,41,15,5,169,ipdc,Sligo,Connacht
6/26/2025,Child,South Infirmary Victoria University Hospital,190,20,19,4,233,ipdc,Cork,Munster
6/26/2025,Child,St. Luke's General Hospital Kilkenny,8,0,0,0,8,ipdc,Kilkenny,Leinster
6/26/2025,Child,Tipperary University Hospital,7,0,0,0,7,ipdc,Tipperary,Munster
6/26/2025,Child,University Hospital Kerry,9,2,0,0,11,ipdc,Kerry,Munster
6/26/2025,Child,University Hospital Limerick,277,63,20,4,364,ipdc,Limerick,Munster
6/26/2025,Child,University Hospital Waterford,190,73,52,41,355,ipdc,Waterford,Munster
6/26/2025,Child,Wexford General Hospital,10,0,0,0,10,ipdc,Wexford,Leinster
7/31/2025,Adult,Bantry General Hospital,877,36,0,0,913,op,Cork,Munster
7/31/2025,Adult,Beaumont Hospital,28406,12074,5371,1066,46917,op,Dublin,Leinster
7/31/2025,Adult,Cavan General Hospital,4633,1270,229,51,6183,op,Cavan,Ulster
7/31/2025,Adult,Connolly Hospital Blanchardstown,6525,1367,486,7,8384,op,Dublin,Leinster
7/31/2025,Adult,Coombe Women and Infants University Hospital,2330,851,176,8,3365,op,Dublin,Leinster
7/31/2025,Adult,Cork University Hospital,13558,3995,1602,928,20082,op,Cork,Munster
7/31/2025,Adult,Cork University Maternity Hospital,1907,227,77,0,2211,op,Cork,Munster
7/31/2025,Adult,Croom Orthopaedic Hospital,3512,1757,911,397,6577,op,Limerick,Munster
7/31/2025,Adult,Ennis Hospital,470,332,274,145,1220,op,Clare,Munster
7/31/2025,Adult,Galway University Hospitals,27336,8001,4362,5252,44950,op,Galway,Connacht
7/31/2025,Adult,Letterkenny University Hospital,9964,2739,1037,384,14125,op,Donegal,Ulster
7/31/2025,Adult,Louth County Hospital,1765,691,161,2,2618,op,Louth,Leinster
7/31/2025,Adult,Mallow General Hospital,2379,1089,456,317,4241,op,Cork,Munster
7/31/2025,Adult,Mater Misericordiae University Hospital,26567,7859,3456,3487,41368,op,Dublin,Leinster
7/31/2025,Adult,Mayo University Hospital,4217,1308,430,235,6189,op,Mayo,Connacht
7/31/2025,Adult,Mercy University Hospital,3502,1254,586,251,5592,op,Cork,Munster
7/31/2025,Adult,Midland Regional Hospital Mullingar,4926,1471,749,894,8040,op,Westmeath,Leinster
7/31/2025,Adult,Midland Regional Hospital Portlaoise,2801,645,257,156,3860,op,Laois,Leinster
7/31/2025,Adult,Midland Regional Hospital Tullamore,11061,3047,196,0,14304,op,Offaly,Leinster
7/31/2025,Adult,Naas General Hospital,7259,2568,915,207,10948,op,Kildare,Leinster
7/31/2025,Adult,National Maternity Hospital (Holles Street),2292,748,136,0,3176,op,Dublin,Leinster
7/31/2025,Adult,National Orthopaedic Hospital Cappagh,1523,785,551,266,3125,op,Dublin,Leinster
7/31/2025,Adult,Nenagh Hospital,422,293,220,178,1114,op,Tipperary,Munster
7/31/2025,Adult,Our Lady of Lourdes Hospital Drogheda,9539,4557,2121,542,16760,op,Louth,Leinster
7/31/2025,Adult,Our Lady's Hospital Navan,4275,1616,515,41,6445,op,Meath,Leinster
7/31/2025,Adult,Portiuncula University Hospital,2236,492,70,0,2798,op,Galway,Connacht
7/31/2025,Adult,Roscommon University Hospital,3215,674,138,12,4038,op,Roscommon,Connacht
7/31/2025,Adult,Rotunda Hospital,3793,1002,31,1,4827,op,Dublin,Leinster
7/31/2025,Adult,Royal Victoria Eye and Ear Hospital,6743,2819,1303,950,11815,op,Dublin,Leinster
7/31/2025,Adult,Sligo University Hospital,8031,1850,1155,1299,12335,op,Sligo,Connacht
7/31/2025,Adult,South Infirmary Victoria University Hospital,14853,6777,3958,4192,29780,op,Cork,Munster
7/31/2025,Adult,St. Columcille's Hospital,2206,1274,1121,5097,9697,op,Dublin,Leinster
7/31/2025,Adult,St. James's Hospital,18165,4972,1840,955,25933,op,Dublin,Leinster
7/31/2025,Adult,St. John's Hospital Limerick,336,152,1,1,491,op,Limerick,Munster
7/31/2025,Adult,St. Luke's General Hospital Kilkenny,3261,1059,459,535,5314,op,Kilkenny,Leinster
7/31/2025,Adult,St. Michael's Hospital,3106,1029,735,347,5217,op,Dublin,Leinster
7/31/2025,Adult,St. Vincent's University Hospital,19502,7213,4425,2472,33612,op,Dublin,Leinster
7/31/2025,Adult,Tallaght University Hospital,14009,7529,2636,952,25126,op,Dublin,Leinster
7/31/2025,Adult,Tipperary University Hospital,2507,785,409,59,3760,op,Tipperary,Munster
7/31/2025,Adult,University Hospital Kerry,7976,2172,828,39,11015,op,Kerry,Munster
7/31/2025,Adult,University Hospital Limerick,16325,4532,2285,1057,24199,op,Limerick,Munster
7/31/2025,Adult,University Hospital Waterford,22951,10998,5170,4803,43922,op,Waterford,Munster
7/31/2025,Adult,Wexford General Hospital,3917,729,80,4,4730,op,Wexford,Leinster
7/31/2025,Child,Beaumont Hospital,35,10,4,0,50,op,Dublin,Leinster
7/31/2025,Child,Cavan General Hospital,475,201,62,0,738,op,Cavan,Ulster
7/31/2025,Child,Children's Health Ireland,18841,7491,4135,3298,33765,op,Dublin,Leinster
7/31/2025,Child,Coombe Women and Infants University Hospital,13,2,0,0,15,op,Dublin,Leinster
7/31/2025,Child,Cork University Hospital,3199,847,295,133,4474,op,Cork,Munster
7/31/2025,Child,Cork University Maternity Hospital,25,1,0,0,26,op,Cork,Munster
7/31/2025,Child,Croom Orthopaedic Hospital,204,10,0,3,217,op,Limerick,Munster
7/31/2025,Child,Ennis Hospital,18,35,6,1,61,op,Clare,Munster
7/31/2025,Child,Galway University Hospitals,3065,935,318,746,5064,op,Galway,Connacht
7/31/2025,Child,Letterkenny University Hospital,1194,228,192,60,1674,op,Donegal,Ulster
7/31/2025,Child,Mallow General Hospital,180,46,98,134,457,op,Cork,Munster
7/31/2025,Child,Mayo University Hospital,740,203,47,43,1033,op,Mayo,Connacht
7/31/2025,Child,Mercy University Hospital,10,1,0,0,11,op,Cork,Munster
7/31/2025,Child,Midland Regional Hospital Mullingar,837,203,74,3,1117,op,Westmeath,Leinster
7/31/2025,Child,Midland Regional Hospital Portlaoise,933,471,287,41,1733,op,Laois,Leinster
7/31/2025,Child,Midland Regional Hospital Tullamore,790,344,57,0,1191,op,Offaly,Leinster
7/31/2025,Child,Naas General Hospital,8,2,0,0,10,op,Kildare,Leinster
7/31/2025,Child,National Maternity Hospital (Holles Street),27,0,0,0,27,op,Dublin,Leinster
7/31/2025,Child,National Orthopaedic Hospital Cappagh,114,51,18,13,196,op,Dublin,Leinster
7/31/2025,Child,Nenagh Hospital,24,2,0,1,27,op,Tipperary,Munster
7/31/2025,Child,Our Lady of Lourdes Hospital Drogheda,1816,1070,693,222,3801,op,Louth,Leinster
7/31/2025,Child,Our Lady's Hospital Navan,3,0,0,0,3,op,Meath,Leinster
7/31/2025,Child,Portiuncula University Hospital,547,19,0,0,566,op,Galway,Connacht
7/31/2025,Child,Roscommon University Hospital,138,61,24,0,224,op,Roscommon,Connacht
7/31/2025,Child,Rotunda Hospital,19,0,0,0,19,op,Dublin,Leinster
7/31/2025,Child,Royal Victoria Eye and Ear Hospital,297,131,102,93,623,op,Dublin,Leinster
7/31/2025,Child,Sligo University Hospital,1194,144,76,161,1575,op,Sligo,Connacht
7/31/2025,Child,South Infirmary Victoria University Hospital,1772,727,456,443,3398,op,Cork,Munster
7/31/2025,Child,St. Luke's General Hospital Kilkenny,349,18,9,14,390,op,Kilkenny,Leinster
7/31/2025,Child,Tallaght University Hospital,3,2,1,0,6,op,Dublin,Leinster
7/31/2025,Child,Tipperary University Hospital,339,66,26,0,431,op,Tipperary,Munster
7/31/2025,Child,University Hospital Kerry,704,320,126,6,1157,op,Kerry,Munster
7/31/2025,Child,University Hospital Limerick,2545,932,436,238,4150,op,Limerick,Munster
7/31/2025,Child,University Hospital Waterford,2074,979,489,357,3899,op,Waterford,Munster
7/31/2025,Child,Wexford General Hospital,732,290,4,0,1026,op,Wexford,Leinster
7/31/2025,Adult,Bantry General Hospital,131,2,0,0,132,ipdc,Cork,Munster
7/31/2025,Adult,Beaumont Hospital,"5,134","2,392","1,417",762,"9,705",ipdc,Dublin,Leinster
7/31/2025,Adult,Cavan General Hospital,296,21,0,0,317,ipdc,Cavan,Ulster
7/31/2025,Adult,Connolly Hospital Blanchardstown,"1,311",108,11,0,"1,429",ipdc,Dublin,Leinster
7/31/2025,Adult,Coombe Women and Infants University Hospital,100,20,3,0,123,ipdc,Dublin,Leinster
7/31/2025,Adult,Cork University Hospital,"1,000",362,121,61,"1,543",ipdc,Cork,Munster
7/31/2025,Adult,Cork University Maternity Hospital,575,89,18,2,684,ipdc,Cork,Munster
7/31/2025,Adult,Croom Orthopaedic Hospital,762,94,0,0,856,ipdc,Limerick,Munster
7/31/2025,Adult,Ennis Hospital,475,107,10,0,591,ipdc,Clare,Munster
7/31/2025,Adult,Galway University Hospitals,"5,920","2,761","1,351","1,535","11,567",ipdc,Galway,Connacht
7/31/2025,Adult,Kilcreene Regional Orthopaedic Hospital,548,196,7,2,753,ipdc,Kilkenny,Leinster
7/31/2025,Adult,Letterkenny University Hospital,"1,544",296,69,67,"1,975",ipdc,Donegal,Ulster
7/31/2025,Adult,Louth County Hospital,588,90,0,0,678,ipdc,Louth,Leinster
7/31/2025,Adult,Mallow General Hospital,267,90,26,12,396,ipdc,Cork,Munster
7/31/2025,Adult,Mater Misericordiae University Hospital,"5,882","1,600",950,"1,454","9,886",ipdc,Dublin,Leinster
7/31/2025,Adult,Mayo University Hospital,958,114,21,16,"1,109",ipdc,Mayo,Connacht
7/31/2025,Adult,Mercy University Hospital,740,166,30,12,948,ipdc,Cork,Munster
7/31/2025,Adult,Midland Regional Hospital Mullingar,527,58,22,2,609,ipdc,Westmeath,Leinster
7/31/2025,Adult,Midland Regional Hospital Portlaoise,251,52,14,11,327,ipdc,Laois,Leinster
7/31/2025,Adult,Midland Regional Hospital Tullamore,"1,136",463,146,2,"1,746",ipdc,Offaly,Leinster
7/31/2025,Adult,Naas General Hospital,190,54,6,0,250,ipdc,Kildare,Leinster
7/31/2025,Adult,National Orthopaedic Hospital Cappagh,"1,921",446,49,1,"2,417",ipdc,Dublin,Leinster
7/31/2025,Adult,Nenagh Hospital,790,464,200,2,"1,455",ipdc,Tipperary,Munster
7/31/2025,Adult,Our Lady of Lourdes Hospital Drogheda,553,282,139,51,"1,025",ipdc,Louth,Leinster
7/31/2025,Adult,Our Lady's Hospital Navan,697,86,15,0,797,ipdc,Meath,Leinster
7/31/2025,Adult,Portiuncula University Hospital,370,105,59,9,543,ipdc,Galway,Connacht
7/31/2025,Adult,Roscommon University Hospital,345,71,43,79,538,ipdc,Roscommon,Connacht
7/31/2025,Adult,Rotunda Hospital,412,66,16,16,510,ipdc,Dublin,Leinster
7/31/2025,Adult,Royal Victoria Eye and Ear Hospital,"2,145",400,292,242,"3,079",ipdc,Dublin,Leinster
7/31/2025,Adult,Sligo University Hospital,"1,774",538,304,268,"2,883",ipdc,Sligo,Connacht
7/31/2025,Adult,South Infirmary Victoria University Hospital,"2,699",739,490,549,"4,476",ipdc,Cork,Munster
7/31/2025,Adult,St. Columcille's Hospital,291,47,13,19,370,ipdc,Dublin,Leinster
7/31/2025,Adult,St. James's Hospital,"3,345","1,098",589,486,"5,518",ipdc,Dublin,Leinster
7/31/2025,Adult,St. John's Hospital Limerick,705,115,8,2,829,ipdc,Limerick,Munster
7/31/2025,Adult,St. Luke's General Hospital Kilkenny,645,122,57,49,872,ipdc,Kilkenny,Leinster
7/31/2025,Adult,St. Michael's Hospital,941,275,113,23,"1,352",ipdc,Dublin,Leinster
7/31/2025,Adult,St. Vincent's University Hospital,"2,573",707,219,185,"3,685",ipdc,Dublin,Leinster
7/31/2025,Adult,Tallaght University Hospital,"3,076",960,489,308,"4,833",ipdc,Dublin,Leinster
7/31/2025,Adult,Tipperary University Hospital,414,37,18,0,469,ipdc,Tipperary,Munster
7/31/2025,Adult,University Hospital Kerry,317,30,2,0,349,ipdc,Kerry,Munster
7/31/2025,Adult,University Hospital Limerick,"1,690",889,434,248,"3,261",ipdc,Limerick,Munster
7/31/2025,Adult,University Hospital Waterford,"3,067",723,379,818,"4,988",ipdc,Waterford,Munster
7/31/2025,Adult,Wexford General Hospital,777,238,24,25,"1,064",ipdc,Wexford,Leinster
7/31/2025,Child,Beaumont Hospital,5,0,0,0,5,ipdc,Dublin,Leinster
7/31/2025,Child,Cavan General Hospital,20,1,0,0,21,ipdc,Cavan,Ulster
7/31/2025,Child,Children's Health Ireland,"3,146","1,532",779,762,"6,219",ipdc,Dublin,Leinster
7/31/2025,Child,Cork University Hospital,168,111,30,20,329,ipdc,Cork,Munster
7/31/2025,Child,Cork University Maternity Hospital,3,3,0,0,5,ipdc,Cork,Munster
7/31/2025,Child,Ennis Hospital,4,0,0,0,4,ipdc,Clare,Munster
7/31/2025,Child,Galway University Hospitals,295,183,112,147,736,ipdc,Galway,Connacht
7/31/2025,Child,Letterkenny University Hospital,31,16,2,0,49,ipdc,Donegal,Ulster
7/31/2025,Child,Mallow General Hospital,1,0,0,0,1,ipdc,Cork,Munster
7/31/2025,Child,Mayo University Hospital,3,0,0,0,3,ipdc,Mayo,Connacht
7/31/2025,Child,Midland Regional Hospital Mullingar,24,8,1,0,33,ipdc,Westmeath,Leinster
7/31/2025,Child,Midland Regional Hospital Portlaoise,3,0,0,0,3,ipdc,Laois,Leinster
7/31/2025,Child,Midland Regional Hospital Tullamore,175,41,0,0,216,ipdc,Offaly,Leinster
7/31/2025,Child,National Orthopaedic Hospital Cappagh,38,5,5,5,53,ipdc,Dublin,Leinster
7/31/2025,Child,Nenagh Hospital,3,1,0,0,4,ipdc,Tipperary,Munster
7/31/2025,Child,Our Lady of Lourdes Hospital Drogheda,46,14,15,6,81,ipdc,Louth,Leinster
7/31/2025,Child,Portiuncula University Hospital,16,0,0,0,16,ipdc,Galway,Connacht
7/31/2025,Child,Roscommon University Hospital,2,0,0,0,2,ipdc,Roscommon,Connacht
7/31/2025,Child,Rotunda Hospital,2,0,0,0,2,ipdc,Dublin,Leinster
7/31/2025,Child,Royal Victoria Eye and Ear Hospital,42,25,12,13,92,ipdc,Dublin,Leinster
7/31/2025,Child,Sligo University Hospital,115,32,7,7,161,ipdc,Sligo,Connacht
7/31/2025,Child,South Infirmary Victoria University Hospital,203,29,23,3,259,ipdc,Cork,Munster
7/31/2025,Child,St. Luke's General Hospital Kilkenny,7,1,0,0,8,ipdc,Kilkenny,Leinster
7/31/2025,Child,Tipperary University Hospital,16,0,0,0,16,ipdc,Tipperary,Munster
7/31/2025,Child,University Hospital Kerry,12,1,0,0,13,ipdc,Kerry,Munster
7/31/2025,Child,University Hospital Limerick,281,72,18,4,375,ipdc,Limerick,Munster
7/31/2025,Child,University Hospital Waterford,212,64,51,39,367,ipdc,Waterford,Munster
7/31/2025,Child,Wexford General Hospital,9,0,0,0,9,ipdc,Wexford,Leinster
8/28/2025,Adult,Bantry General Hospital,907,104,0,0,1011,op,Cork,Munster
8/28/2025,Adult,Beaumont Hospital,27820,12579,5480,1271,47150,op,Dublin,Leinster
8/28/2025,Adult,Cavan General Hospital,4580,1259,179,39,6057,op,Cavan,Ulster
8/28/2025,Adult,Connolly Hospital Blanchardstown,6631,1536,462,121,8750,op,Dublin,Leinster
8/28/2025,Adult,Coombe Women and Infants University Hospital,2354,932,181,12,3480,op,Dublin,Leinster
8/28/2025,Adult,Cork University Hospital,13678,4221,1677,560,20135,op,Cork,Munster
8/28/2025,Adult,Cork University Maternity Hospital,2030,235,79,0,2344,op,Cork,Munster
8/28/2025,Adult,Croom Orthopaedic Hospital,3434,1853,1019,431,6737,op,Limerick,Munster
8/28/2025,Adult,Ennis Hospital,448,342,286,180,1256,op,Clare,Munster
8/28/2025,Adult,Galway University Hospitals,27145,8889,4400,5539,45973,op,Galway,Connacht
8/28/2025,Adult,Letterkenny University Hospital,9979,2971,1176,432,14558,op,Donegal,Ulster
8/28/2025,Adult,Louth County Hospital,1849,709,179,2,2739,op,Louth,Leinster
8/28/2025,Adult,Mallow General Hospital,2271,1186,503,305,4266,op,Cork,Munster
8/28/2025,Adult,Mater Misericordiae University Hospital,26619,8079,3504,3386,41588,op,Dublin,Leinster
8/28/2025,Adult,Mayo University Hospital,4394,1340,428,238,6401,op,Mayo,Connacht
8/28/2025,Adult,Mercy University Hospital,3622,1373,567,215,5778,op,Cork,Munster
8/28/2025,Adult,Midland Regional Hospital Mullingar,4830,1503,758,914,8004,op,Westmeath,Leinster
8/28/2025,Adult,Midland Regional Hospital Portlaoise,2779,674,250,162,3866,op,Laois,Leinster
8/28/2025,Adult,Midland Regional Hospital Tullamore,11444,3348,368,0,15160,op,Offaly,Leinster
8/28/2025,Adult,Naas General Hospital,7183,2652,1039,327,11201,op,Kildare,Leinster
8/28/2025,Adult,National Maternity Hospital (Holles Street),2345,819,159,0,3323,op,Dublin,Leinster
8/28/2025,Adult,National Orthopaedic Hospital Cappagh,1453,752,562,313,3080,op,Dublin,Leinster
8/28/2025,Adult,Nenagh Hospital,389,306,222,211,1128,op,Tipperary,Munster
8/28/2025,Adult,Our Lady of Lourdes Hospital Drogheda,9689,4670,2094,659,17112,op,Louth,Leinster
8/28/2025,Adult,Our Lady's Hospital Navan,4292,1774,557,58,6680,op,Meath,Leinster
8/28/2025,Adult,Portiuncula University Hospital,2194,557,95,3,2849,op,Galway,Connacht
8/28/2025,Adult,Roscommon University Hospital,3232,817,154,5,4208,op,Roscommon,Connacht
8/28/2025,Adult,Rotunda Hospital,3974,1097,31,0,5102,op,Dublin,Leinster
8/28/2025,Adult,Royal Victoria Eye and Ear Hospital,6611,3061,1394,893,11959,op,Dublin,Leinster
8/28/2025,Adult,Sligo University Hospital,8181,2032,1193,1330,12736,op,Sligo,Connacht
8/28/2025,Adult,South Infirmary Victoria University Hospital,14838,6765,3817,4238,29658,op,Cork,Munster
8/28/2025,Adult,St. Columcille's Hospital,2165,1322,1131,5176,9795,op,Dublin,Leinster
8/28/2025,Adult,St. James's Hospital,18027,5068,1917,1015,26027,op,Dublin,Leinster
8/28/2025,Adult,St. John's Hospital Limerick,323,182,7,2,514,op,Limerick,Munster
8/28/2025,Adult,St. Luke's General Hospital Kilkenny,3296,1103,495,502,5396,op,Kilkenny,Leinster
8/28/2025,Adult,St. Michael's Hospital,3081,987,781,390,5239,op,Dublin,Leinster
8/28/2025,Adult,St. Vincent's University Hospital,20449,7328,4260,2540,34577,op,Dublin,Leinster
8/28/2025,Adult,Tallaght University Hospital,13873,7631,2636,1067,25207,op,Dublin,Leinster
8/28/2025,Adult,Tipperary University Hospital,2534,837,422,86,3878,op,Tipperary,Munster
8/28/2025,Adult,University Hospital Kerry,7556,2351,913,68,10888,op,Kerry,Munster
8/28/2025,Adult,University Hospital Limerick,16438,4924,2303,1105,24770,op,Limerick,Munster
8/28/2025,Adult,University Hospital Waterford,23072,11153,5279,4938,44442,op,Waterford,Munster
8/28/2025,Adult,Wexford General Hospital,3979,720,54,7,4761,op,Wexford,Leinster
8/28/2025,Child,Beaumont Hospital,39,11,4,1,56,op,Dublin,Leinster
8/28/2025,Child,Cavan General Hospital,438,216,67,0,721,op,Cavan,Ulster
8/28/2025,Child,Children's Health Ireland,18889,7790,3874,3456,34009,op,Dublin,Leinster
8/28/2025,Child,Coombe Women and Infants University Hospital,16,3,1,0,20,op,Dublin,Leinster
8/28/2025,Child,Cork University Hospital,3170,901,286,141,4497,op,Cork,Munster
8/28/2025,Child,Cork University Maternity Hospital,23,1,0,0,24,op,Cork,Munster
8/28/2025,Child,Croom Orthopaedic Hospital,170,13,2,2,185,op,Limerick,Munster
8/28/2025,Child,Ennis Hospital,14,33,10,2,59,op,Clare,Munster
8/28/2025,Child,Galway University Hospitals,2916,1039,326,773,5054,op,Galway,Connacht
8/28/2025,Child,Letterkenny University Hospital,1188,262,171,57,1678,op,Donegal,Ulster
8/28/2025,Child,Mallow General Hospital,180,45,67,123,415,op,Cork,Munster
8/28/2025,Child,Mayo University Hospital,677,207,55,42,981,op,Mayo,Connacht
8/28/2025,Child,Mercy University Hospital,8,1,0,0,9,op,Cork,Munster
8/28/2025,Child,Midland Regional Hospital Mullingar,763,210,82,2,1057,op,Westmeath,Leinster
8/28/2025,Child,Midland Regional Hospital Portlaoise,923,489,297,59,1768,op,Laois,Leinster
8/28/2025,Child,Midland Regional Hospital Tullamore,811,354,22,0,1186,op,Offaly,Leinster
8/28/2025,Child,Naas General Hospital,10,1,0,0,11,op,Kildare,Leinster
8/28/2025,Child,National Maternity Hospital (Holles Street),29,0,0,0,29,op,Dublin,Leinster
8/28/2025,Child,National Orthopaedic Hospital Cappagh,78,53,24,12,167,op,Dublin,Leinster
8/28/2025,Child,Nenagh Hospital,15,6,0,2,23,op,Tipperary,Munster
8/28/2025,Child,Our Lady of Lourdes Hospital Drogheda,1919,1115,690,258,3983,op,Louth,Leinster
8/28/2025,Child,Our Lady's Hospital Navan,3,0,0,0,3,op,Meath,Leinster
8/28/2025,Child,Portiuncula University Hospital,526,29,0,0,555,op,Galway,Connacht
8/28/2025,Child,Roscommon University Hospital,128,72,32,0,233,op,Roscommon,Connacht
8/28/2025,Child,Rotunda Hospital,26,1,0,0,27,op,Dublin,Leinster
8/28/2025,Child,Royal Victoria Eye and Ear Hospital,310,122,109,77,618,op,Dublin,Leinster
8/28/2025,Child,Sligo University Hospital,1165,174,78,167,1583,op,Sligo,Connacht
8/28/2025,Child,South Infirmary Victoria University Hospital,1771,738,452,439,3400,op,Cork,Munster
8/28/2025,Child,St. Luke's General Hospital Kilkenny,338,22,6,17,382,op,Kilkenny,Leinster
8/28/2025,Child,Tallaght University Hospital,4,2,0,1,7,op,Dublin,Leinster
8/28/2025,Child,Tipperary University Hospital,348,81,27,1,457,op,Tipperary,Munster
8/28/2025,Child,University Hospital Kerry,676,311,133,11,1131,op,Kerry,Munster
8/28/2025,Child,University Hospital Limerick,2468,879,416,230,3993,op,Limerick,Munster
8/28/2025,Child,University Hospital Waterford,2053,973,495,362,3883,op,Waterford,Munster
8/28/2025,Child,Wexford General Hospital,706,312,3,0,1021,op,Wexford,Leinster
8/28/2025,Adult,Bantry General Hospital,38,0,0,0,38,ipdc,Cork,Munster
8/28/2025,Adult,Beaumont Hospital,"5,080","2,511","1,359",816,"9,766",ipdc,Dublin,Leinster
8/28/2025,Adult,Cavan General Hospital,362,19,0,0,381,ipdc,Cavan,Ulster
8/28/2025,Adult,Connolly Hospital Blanchardstown,"1,197",140,15,0,"1,352",ipdc,Dublin,Leinster
8/28/2025,Adult,Coombe Women and Infants University Hospital,122,25,2,0,148,ipdc,Dublin,Leinster
8/28/2025,Adult,Cork University Hospital,939,341,113,61,"1,454",ipdc,Cork,Munster
8/28/2025,Adult,Cork University Maternity Hospital,549,94,11,2,656,ipdc,Cork,Munster
8/28/2025,Adult,Croom Orthopaedic Hospital,652,154,0,0,806,ipdc,Limerick,Munster
8/28/2025,Adult,Ennis Hospital,465,130,5,2,602,ipdc,Clare,Munster
8/28/2025,Adult,Galway University Hospitals,"5,570","2,859","1,391","1,588","11,409",ipdc,Galway,Connacht
8/28/2025,Adult,Kilcreene Regional Orthopaedic Hospital,538,205,14,3,760,ipdc,Kilkenny,Leinster
8/28/2025,Adult,Letterkenny University Hospital,"1,413",280,66,68,"1,828",ipdc,Donegal,Ulster
8/28/2025,Adult,Louth County Hospital,563,108,0,0,671,ipdc,Louth,Leinster
8/28/2025,Adult,Mallow General Hospital,276,86,18,2,382,ipdc,Cork,Munster
8/28/2025,Adult,Mater Misericordiae University Hospital,"5,845","1,620",885,"1,438","9,788",ipdc,Dublin,Leinster
8/28/2025,Adult,Mayo University Hospital,975,137,32,14,"1,158",ipdc,Mayo,Connacht
8/28/2025,Adult,Mercy University Hospital,683,177,28,13,901,ipdc,Cork,Munster
8/28/2025,Adult,Midland Regional Hospital Mullingar,512,47,21,2,582,ipdc,Westmeath,Leinster
8/28/2025,Adult,Midland Regional Hospital Portlaoise,208,56,19,12,294,ipdc,Laois,Leinster
8/28/2025,Adult,Midland Regional Hospital Tullamore,"1,179",500,155,12,"1,846",ipdc,Offaly,Leinster
8/28/2025,Adult,Naas General Hospital,182,68,8,0,258,ipdc,Kildare,Leinster
8/28/2025,Adult,National Orthopaedic Hospital Cappagh,"1,733",437,43,2,"2,214",ipdc,Dublin,Leinster
8/28/2025,Adult,Nenagh Hospital,915,453,178,2,"1,549",ipdc,Tipperary,Munster
8/28/2025,Adult,Our Lady of Lourdes Hospital Drogheda,553,299,144,72,"1,068",ipdc,Louth,Leinster
8/28/2025,Adult,Our Lady's Hospital Navan,655,80,8,2,745,ipdc,Meath,Leinster
8/28/2025,Adult,Portiuncula University Hospital,412,84,61,7,563,ipdc,Galway,Connacht
8/28/2025,Adult,Roscommon University Hospital,386,103,39,80,608,ipdc,Roscommon,Connacht
8/28/2025,Adult,Rotunda Hospital,430,73,6,10,519,ipdc,Dublin,Leinster
8/28/2025,Adult,Royal Victoria Eye and Ear Hospital,"2,214",402,267,260,"3,143",ipdc,Dublin,Leinster
8/28/2025,Adult,Sligo University Hospital,"1,611",522,305,286,"2,723",ipdc,Sligo,Connacht
8/28/2025,Adult,South Infirmary Victoria University Hospital,"2,774",755,474,532,"4,535",ipdc,Cork,Munster
8/28/2025,Adult,St. Columcille's Hospital,277,44,10,21,351,ipdc,Dublin,Leinster
8/28/2025,Adult,St. James's Hospital,"3,434","1,145",559,498,"5,636",ipdc,Dublin,Leinster
8/28/2025,Adult,St. John's Hospital Limerick,684,149,3,3,838,ipdc,Limerick,Munster
8/28/2025,Adult,St. Luke's General Hospital Kilkenny,601,126,67,42,835,ipdc,Kilkenny,Leinster
8/28/2025,Adult,St. Michael's Hospital,793,268,105,25,"1,191",ipdc,Dublin,Leinster
8/28/2025,Adult,St. Vincent's University Hospital,"2,504",741,231,171,"3,648",ipdc,Dublin,Leinster
8/28/2025,Adult,Tallaght University Hospital,"3,035","1,029",481,293,"4,837",ipdc,Dublin,Leinster
8/28/2025,Adult,Tipperary University Hospital,394,39,12,2,447,ipdc,Tipperary,Munster
8/28/2025,Adult,University Hospital Kerry,322,30,0,0,351,ipdc,Kerry,Munster
8/28/2025,Adult,University Hospital Limerick,"1,584",961,400,269,"3,214",ipdc,Limerick,Munster
8/28/2025,Adult,University Hospital Waterford,"3,005",768,350,818,"4,940",ipdc,Waterford,Munster
